0.0	0.00000
0.1	0.00000
0.2	0.00000
0.3	0.00000
0.4	0.00000
0.5	0.00000
0.6	-0.00001
0.7	0.00000
0.8	0.00000
0.9	-0.00001
1.0	-0.00001
1.1	0.00000
1.2	0.00000
1.3	0.00000
1.4	0.00000
1.5	0.00000
1.6	0.00000
1.7	-0.00001
1.8	0.00000
1.9	0.00000
2.0	0.00000
2.1	0.00000
2.2	0.00000
2.3	0.00000
2.4	-0.00001
2.5	0.00000
2.6	0.00000
2.7	0.00000
2.8	0.00000
2.9	0.00000
3.0	0.00000
3.1	-0.00001
3.2	0.00000
3.3	0.00000
3.4	-0.00001
3.5	-0.00001
3.6	0.00000
3.7	0.00000
3.8	0.00000
3.9	0.00000
4.0	0.00000
4.1	0.00000
4.2	0.00000
4.3	0.00000
4.4	0.00000
4.5	0.00000
4.6	0.00000
4.7	0.00000
4.8	0.00000
4.9	0.00000
5.0	0.00000
5.1	0.00000
5.2	0.00000
5.3	-0.00001
5.4	0.00000
5.5	0.00000
5.6	0.00000
5.7	0.00000
5.8	0.00000
5.9	0.00000
6.0	0.00000
6.1	0.00000
6.2	0.00000
6.3	0.00000
6.4	0.00000
6.5	0.00000
6.6	0.00000
6.7	0.00000
6.8	0.00001
6.9	0.00000
7.0	0.00000
7.1	0.00000
7.2	0.00000
7.3	0.00000
7.4	0.00000
7.5	0.00000
7.6	0.00001
7.7	0.00000
7.8	0.00000
7.9	0.00000
8.0	0.00000
8.1	0.00000
8.2	0.00000
8.3	0.00000
8.4	0.00000
8.5	0.00000
8.6	0.00001
8.7	0.00001
8.8	0.00000
8.9	0.00000
9.0	0.00001
9.1	0.00000
9.2	0.00000
9.3	0.00001
9.4	0.00001
9.5	0.00000
9.6	0.00001
9.7	0.00001
9.8	0.00000
9.9	0.00000
10.0	0.00001
10.1	0.00001
10.2	0.00000
10.3	0.00000
10.4	0.00001
10.5	0.00001
10.6	0.00000
10.7	0.00001
10.8	0.00001
10.9	0.00000
11.0	0.00001
11.1	0.00001
11.2	0.00001
11.3	0.00000
11.4	0.00000
11.5	0.00001
11.6	0.00000
11.7	0.00000
11.8	0.00001
11.9	0.00000
12.0	0.00000
12.1	0.00001
12.2	0.00001
12.3	0.00000
12.4	0.00000
12.5	0.00001
12.6	0.00000
12.7	0.00000
12.8	0.00000
12.9	0.00001
13.0	0.00001
13.1	0.00000
13.2	0.00001
13.3	0.00001
13.4	0.00000
13.5	0.00001
13.6	0.00001
13.7	0.00001
13.8	0.00000
13.9	0.00001
14.0	0.00001
14.1	0.00000
14.2	0.00001
14.3	0.00001
14.4	0.00001
14.5	0.00000
14.6	0.00001
14.7	0.00001
14.8	0.00001
14.9	0.00001
15.0	0.00001
15.1	0.00001
15.2	0.00000
15.3	0.00000
15.4	0.00001
15.5	0.00001
15.6	0.00001
15.7	0.00001
15.8	0.00001
15.9	0.00001
16.0	0.00001
16.1	0.00001
16.2	0.00001
16.3	0.00001
16.4	0.00001
16.5	0.00001
16.6	0.00001
16.7	0.00001
16.8	0.00001
16.9	0.00001
17.0	0.00000
17.1	0.00001
17.2	0.00001
17.3	0.00001
17.4	0.00001
17.5	0.00001
17.6	0.00001
17.7	0.00001
17.8	0.00001
17.9	0.00001
18.0	0.00002
18.1	0.00001
18.2	0.00002
18.3	0.00001
18.4	0.00001
18.5	0.00001
18.6	0.00002
18.7	0.00002
18.8	0.00001
18.9	0.00002
19.0	0.00002
19.1	0.00001
19.2	0.00002
19.3	0.00002
19.4	0.00002
19.5	0.00001
19.6	0.00001
19.7	0.00002
19.8	0.00002
19.9	0.00002
20.0	0.00002
20.1	0.00002
20.2	0.00001
20.3	0.00002
20.4	0.00002
20.5	0.00002
20.6	0.00001
20.7	0.00002
20.8	0.00002
20.9	0.00002
21.0	0.00002
21.1	0.00002
21.2	0.00002
21.3	0.00002
21.4	0.00002
21.5	0.00002
21.6	0.00002
21.7	0.00002
21.8	0.00003
21.9	0.00002
22.0	0.00002
22.1	0.00002
22.2	0.00002
22.3	0.00002
22.4	0.00002
22.5	0.00003
22.6	0.00002
22.7	0.00001
22.8	0.00002
22.9	0.00002
23.0	0.00003
23.1	0.00002
23.2	0.00003
23.3	0.00003
23.4	0.00002
23.5	0.00001
23.6	0.00003
23.7	0.00003
23.8	0.00002
23.9	0.00003
24.0	0.00003
24.1	0.00003
24.2	0.00003
24.3	0.00003
24.4	0.00003
24.5	0.00003
24.6	0.00003
24.7	0.00003
24.8	0.00003
24.9	0.00003
25.0	0.00003
25.1	0.00003
25.2	0.00002
25.3	0.00002
25.4	0.00003
25.5	0.00003
25.6	0.00003
25.7	0.00003
25.8	0.00003
25.9	0.00003
26.0	0.00003
26.1	0.00003
26.2	0.00003
26.3	0.00003
26.4	0.00003
26.5	0.00003
26.6	0.00003
26.7	0.00003
26.8	0.00004
26.9	0.00003
27.0	0.00003
27.1	0.00003
27.2	0.00004
27.3	0.00003
27.4	0.00003
27.5	0.00004
27.6	0.00003
27.7	0.00003
27.8	0.00003
27.9	0.00003
28.0	0.00003
28.1	0.00003
28.2	0.00004
28.3	0.00003
28.4	0.00003
28.5	0.00004
28.6	0.00004
28.7	0.00003
28.8	0.00003
28.9	0.00004
29.0	0.00004
29.1	0.00003
29.2	0.00003
29.3	0.00003
29.4	0.00004
29.5	0.00003
29.6	0.00004
29.7	0.00004
29.8	0.00003
29.9	0.00004
30.0	0.00004
30.1	0.00004
30.2	0.00003
30.3	0.00004
30.4	0.00004
30.5	0.00004
30.6	0.00003
30.7	0.00004
30.8	0.00004
30.9	0.00003
31.0	0.00004
31.1	0.00004
31.2	0.00003
31.3	0.00003
31.4	0.00004
31.5	0.00003
31.6	0.00004
31.7	0.00003
