0	0
1	0.0001
2	0.0002
3	0.0003
4	0.0004
5	0.0005
6	0.0006
7	0.0007
8	0.0008
9	0.0009
10	0.001
11	0.0011
12	0.0012
13	0.0013
14	0.0014
15	0.0015
16	0.0016
17	0.0017
18	0.0018
19	0.0019
20	0.002
21	0.0021
22	0.0022
23	0.0023
24	0.0024
25	0.0025
26	0.0026
27	0.0027
28	0.0028
29	0.0029
30	0.003
31	0.0031
32	0.0032
33	0.0033
34	0.0034
35	0.0035
36	0.0036
37	0.0037
38	0.0038
39	0.0039
40	0.004
41	0.0041
42	0.0042
43	0.0043
44	0.0044
45	0.0045
46	0.0046
47	0.0047
48	0.0048
49	0.0049
50	0.005
51	0.0051
52	0.0052
53	0.0053
54	0.0054
55	0.0055
56	0.0056
57	0.0057
58	0.0058
59	0.0059
60	0.006
61	0.0061
62	0.0062
63	0.0063
64	0.0064
65	0.0065
66	0.0066
67	0.0067
68	0.0068
69	0.0069
70	0.007
71	0.0071
72	0.0072
73	0.0073
74	0.0074
75	0.0075
76	0.0076
77	0.0077
78	0.0078
79	0.0079
80	0.008
81	0.0081
82	0.0082
83	0.0083
84	0.0084
85	0.0085
86	0.0086
87	0.0087
88	0.0088
89	0.0089
90	0.009
91	0.0091
92	0.0092
93	0.0093
94	0.0094
95	0.0095
96	0.0096
97	0.0097
98	0.0098
99	0.0099
100	0.01
101	0.0101
102	0.0102
103	0.0103
104	0.0104
105	0.0105
106	0.0106
107	0.0107
108	0.0108
109	0.0109
110	0.011
111	0.0111
112	0.0112
113	0.0113
114	0.0114
115	0.0115
116	0.0116
117	0.0117
118	0.0118
119	0.0119
120	0.012
121	0.0121
122	0.0122
123	0.0123
124	0.0124
125	0.0125
126	0.0126
127	0.0127
128	0.0128
129	0.0129
130	0.013
131	0.0131
132	0.0132
133	0.0133
134	0.0134
135	0.0135
136	0.0136
137	0.0137
138	0.0138
139	0.0139
140	0.014
141	0.0141
142	0.0142
143	0.0143
144	0.0144
145	0.0145
146	0.0146
147	0.0147
148	0.0148
149	0.0149
150	0.015
151	0.0151
152	0.0152
153	0.0153
154	0.0154
155	0.0155
156	0.0156
157	0.0157
158	0.0158
159	0.0159
160	0.016
161	0.0161
162	0.0162
163	0.0163
164	0.0164
165	0.0165
166	0.0166
167	0.0167
168	0.0168
169	0.0169
170	0.017
171	0.0171
172	0.0172
173	0.0173
174	0.0174
175	0.0175
176	0.0176
177	0.0177
178	0.0178
179	0.0179
180	0.018
181	0.0181
182	0.0182
183	0.0183
184	0.0184
185	0.0185
186	0.0186
187	0.0187
188	0.0188
189	0.0189
190	0.019
191	0.0191
192	0.0192
193	0.0193
194	0.0194
195	0.0195
196	0.0196
197	0.0197
198	0.0198
199	0.0199
200	0.02
201	0.0201
202	0.0202
203	0.0203
204	0.0204
205	0.0205
206	0.0206
207	0.0207
208	0.0208
209	0.0209
210	0.021
211	0.0211
212	0.0212
213	0.0213
214	0.0214
215	0.0215
216	0.0216
217	0.0217
218	0.0218
219	0.0219
220	0.022
221	0.0221
222	0.0222
223	0.0223
224	0.0224
225	0.0225
226	0.0226
227	0.0227
228	0.0228
229	0.0229
230	0.023
231	0.0231
232	0.0232
233	0.0233
234	0.0234
235	0.0235
236	0.0236
237	0.0237
238	0.0238
239	0.0239
240	0.024
241	0.0241
242	0.0242
243	0.0243
244	0.0244
245	0.0245
246	0.0246
247	0.0247
248	0.0248
249	0.0249
250	0.025
251	0.0251
252	0.0252
253	0.0253
254	0.0254
255	0.0255
256	0.0256
257	0.0257
258	0.0258
259	0.0259
260	0.026
261	0.0261
262	0.0262
263	0.0263
264	0.0264
265	0.0265
266	0.0266
267	0.0267
268	0.0268
269	0.0269
270	0.027
271	0.0271
272	0.0272
273	0.0273
274	0.0274
275	0.0275
276	0.0276
277	0.0277
278	0.0278
279	0.0279
280	0.028
281	0.0281
282	0.0282
283	0.0283
284	0.0284
285	0.0285
286	0.0286
287	0.0287
288	0.0288
289	0.0289
290	0.029
291	0.0291
292	0.0292
293	0.0293
294	0.0294
295	0.0295
296	0.0296
297	0.0297
298	0.0298
299	0.0299
300	0.03
301	0.0301
302	0.0302
303	0.0303
304	0.0304
305	0.0305
306	0.0306
307	0.0307
308	0.0308
309	0.0309
310	0.031
311	0.0311
312	0.0312
313	0.0313
314	0.0314
315	0.0315
316	0.0316
317	0.0317
318	0.0318
319	0.0319
320	0.032
321	0.0321
322	0.0322
323	0.0323
324	0.0324
325	0.0325
326	0.0326
327	0.0327
328	0.0328
329	0.0329
330	0.033
331	0.0331
332	0.0332
333	0.0333
334	0.0334
335	0.0335
336	0.0336
337	0.0337
338	0.0338
339	0.0339
340	0.034
341	0.0341
342	0.0342
343	0.0343
344	0.0344
345	0.0345
346	0.0346
347	0.0347
348	0.0348
349	0.0349
350	0.035
351	0.0351
352	0.0352
353	0.0353
354	0.0354
355	0.0355
356	0.0356
357	0.0357
358	0.0358
359	0.0359
360	0.036
361	0.0361
362	0.0362
363	0.0363
364	0.0364
365	0.0365
366	0.0366
367	0.0367
368	0.0368
369	0.0369
370	0.037
371	0.0371
372	0.0372
373	0.0373
374	0.0374
375	0.0375
376	0.0376
377	0.0377
378	0.0378
379	0.0379
380	0.038
381	0.0381
382	0.0382
383	0.0383
384	0.0384
385	0.0385
386	0.0386
387	0.0387
388	0.0388
389	0.0389
390	0.039
391	0.0391
392	0.0392
393	0.0393
394	0.0394
395	0.0395
396	0.0396
397	0.0397
398	0.0398
399	0.0399
400	0.04
401	0.0401
402	0.0402
403	0.0403
404	0.0404
405	0.0405
406	0.0406
407	0.0407
408	0.0408
409	0.0409
410	0.041
411	0.0411
412	0.0412
413	0.0413
414	0.0414
415	0.0415
416	0.0416
417	0.0417
418	0.0418
419	0.0419
420	0.042
421	0.0421
422	0.0422
423	0.0423
424	0.0424
425	0.0425
426	0.0426
427	0.0427
428	0.0428
429	0.0429
430	0.043
431	0.0431
432	0.0432
433	0.0433
434	0.0434
435	0.0435
436	0.0436
437	0.0437
438	0.0438
439	0.0439
440	0.044
441	0.0441
442	0.0442
443	0.0443
444	0.0444
445	0.0445
446	0.0446
447	0.0447
448	0.0448
449	0.0449
450	0.045
451	0.0451
452	0.0452
453	0.0453
454	0.0454
455	0.0455
456	0.0456
457	0.0457
458	0.0458
459	0.0459
460	0.046
461	0.0461
462	0.0462
463	0.0463
464	0.0464
465	0.0465
466	0.0466
467	0.0467
468	0.0468
469	0.0469
